id,reason,title,reading,meaning_vi,raw_sample
N3-vocab-0179,title_not_contiguous_in_raw_pdf_split,(が)離れる,はなれる,"1. Tránh xa 2. Xa, rời xa 3. Cách","意味 1 / ・ 「危ないから、ストーブから離れて遊びなさい。」 / はな / (が)離 / れる / 意味 2 / かぞく / く / ・ 家族 / と離れて暮 / らしている。 / 1. Tránh xa / ・ ふるさとを離れて、もう10 年になる。 / 2. Xa, rời xa / 3. Cách / 意味 3 / あね / ・ 姉 / とは4 歳離れている。"
N3-vocab-0180,title_not_contiguous_in_raw_pdf_split,(を)離す,はなす,"Tách ra, tách xa/ Rời, buông","はな / つくえ / (を)離 / す / ・ テストのときは、机 / を離して並べる。 / Tách ra, tách xa/ / ・ 子どもと歩くときは、手を離さないようにしている。 / Rời, buông"
N3-vocab-0186,title_not_contiguous_in_raw_pdf_split,(が)片付く,かたづく,Dọn dẹp/ Giải quyết,おおそうじ / ・ 大掃除 / をして、やっと部屋が片付いた。 / かたづ / しごと / しゅくだい / じけん / もんだい / (が)片付 / く / ・ (仕事 / / 宿題 / /事件 / /問題 / ...)が片付いた。 / → きれいに終わった。 / Dọn dẹp/ Giải quyết
N3-vocab-0187,title_not_contiguous_in_raw_pdf_split,(を)片付ける,かたづける,"Dọn dẹp, sắp xếp/ Giải quyết","つくえ / ・ 机 / の上を片付ける。 / かたづ / (を)片付 / ける / あら / しょっき / しょっき / たな / ・ 洗 / った食器 / を食器 / 棚 / に片付ける。 / Dọn dẹp, sắp xếp/ / しごと / しゅくだい / じけん / もんだい / Giải quyết / ・ (仕事 / / 宿題 / /事件 / /問題 / ...)を片付ける。 / → 終わらせる"
N3-vocab-0188,title_not_contiguous_in_raw_pdf_split,(を)包む,つつむ,"Gói, bọc","・ プレゼントをきれいな紙(で/に)包む。 / つつ / (を)包 / む / Gói, bọc / のこ / ・ 残 / ったおかしを包んで持って帰る。"
N3-vocab-0189,title_not_contiguous_in_raw_pdf_split,(を)張る,はる,Dán,かべ / ・ 壁 / にポスターを張る。 / は / (を)張 / る / きって / ・ はがきに切手 / を張る。 / Dán / は / がす / 対:を剥
N3-vocab-0190,title_not_contiguous_in_raw_pdf_split,(が)無くなる,なくなる,Mất,へ / や / ・ 部屋 / のかぎが無くなってしまった。 / な / (が)無 / くなる / ・ やる気が無くなっちゃった。 / Mất / じしん / き / き / おく / しょくよく / ・ (自信 / ...)が無くなる。 / /やる気 / /記 / 憶 / /食欲
N3-vocab-0191,title_not_contiguous_in_raw_pdf_split,(を)無くす,なくす,Đánh mất,こま / ・ パスポートを無くして困 / っている。 / な / (を)無 / くす / Đánh mất / じしん / き / き / おく / しょくよく / ・ (自信 / ...)を無くす。 / /やる気 / /記 / 憶 / / 食欲 / 使い分け / • 無くす:自信/やる気/記憶/食欲... / • 亡くす:人
N3-vocab-0192,title_not_contiguous_in_raw_pdf_split,(が)足りる,たりる,Đủ,しゅうにゅう / せいかつ / ・ この収入 / では生活 / するのに全然足りない。 / た / (が)足 / りる / しけん / むずか / ・ きょうの試験 / は難 / しくて、時間が足りなかった。 / Đủ / しごと / かのじょ / けいけん / ・ この仕事 / が足りない。 / をするには、彼女 / は経験
N3-vocab-0193,title_not_contiguous_in_raw_pdf_split,(が)残る,のこる,"Thừa, còn lại","りょうり / ・ 料理 / を作りすぎて、たくさん残ってしまった。 / のこ / (が)残 / る / しゅくだい / かんじ / れんしゅう / ・ 宿題 / は、あと漢字 / の練習 / だけが残っている。 / Thừa, còn lại / ちほう / ゆたか / しぜん / ・ この地方 / が残っている。 / には、まだ豊か / な自然"
N3-vocab-0194,title_not_contiguous_in_raw_pdf_split,(を)残す,のこす,Để thừa lại/ Còn lại,・ ごはんを残してしまった。 / のこ / (を)残 / す / ・ 今年も、あと二日を残すだけになった。 / Để thừa lại/ Còn lại
N3-vocab-0195,title_not_contiguous_in_raw_pdf_split,(が)腐る,くさる,"Thiu, hỏng","こわ / ・ 腐ったものを食べて、おなかを壊 / してしまった。 / くさ / (が)腐 / る / なまざかな / ・ 生魚 / は腐りやすいから、早く食べたほうがいい。 / Thiu, hỏng / たたみ / ・ 畳 / が腐るとカビもはえる!"
N3-vocab-0197,title_not_contiguous_in_raw_pdf_split,(を)剥く,むく,"Gọt, bóc, lột","くだもの / む / ・ 果物 / の皮を剥 / く。 / む / (を)剥 / く / Gọt, bóc, lột / は / ・ シールを剥 / がす。"
N3-vocab-0198,title_not_contiguous_in_raw_pdf_split,(が)滑る,すべる,"1. Trơn trượt 2. Trượt, nhỡ 3. Luớt, trượt (băng)","意味1 / ・ 雨の日は道が滑りやすいので注意してください。 / 意味2 / すべ / (が)滑 / る / ・ 足が滑った。 / 口が滑った。 / 1. Trơn trượt / 2. Trượt, nhỡ / 手が滑ってコップを割ってしまった。 / 3. Luớt, trượt (băng) / 意味3 / ・ 新しいスケート場はきれいで、楽しく滑ることが / できた。"
N3-vocab-0199,title_not_contiguous_in_raw_pdf_split,(が)積もる,つもる,Chất đống,・ 昨日降った雪が積もっている。 / つ / (が)積 / もる / ・ 全然そうじをしていないので、ほこりが / Chất đống / 積もっている。
N3-vocab-0200,title_not_contiguous_in_raw_pdf_split,(を)積む,つむ,"1. Chất đống, xếp chồng 2. Chất lên 3. Tích lũy","・ 机の上に本がたくさん積んである。 / つ / (を)積 / む / レンガを積んで家をつくる。 / 1. Chất đống, / ・ 車に荷物を積む。 / xếp chồng / 対:(を)おろす (159) / 2. Chất lên / ・ 働いて経験を積む。 / 3. Tích lũy / 4. Rèn luyện / ・ もっと練習を積まなくてはならない。 / 使い分け / • / 乗せる → 人、荷物(○"
N3-vocab-0201,title_not_contiguous_in_raw_pdf_split,(が)空く,あく,"1. Thủng 2. Trống 3. Rảnh, trống lịch","あな / ・ くつしたに穴 / が空いてしまった。 / あ / (が)空 / く / ・ 「その席、空いていますか。」 / ふどう / さんや / ・ (不動 / 1. Thủng / で) / 産屋 / 2. Trống / 「空いている部屋はありませんか。」 / 3. Rảnh, trống lịch / へいじつ / ・ 平日 / は忙しいですが、土曜日なら空いています。"
N3-vocab-0202,title_not_contiguous_in_raw_pdf_split,(を)空ける,あける,1. Đâm thủng 2. Để trống (không gian) 3. Để trống (thời gian),・ かべに穴を空ける。 / あ / (を)空 / ける / 対:をふさぐ / 1. Đâm thủng / でんしゃ / とし / よ / ・ 電車 / でお年 / 寄 / りのために席を空けた。 / 2. Để trống (không gian) / 3. Để trống (thời gian) / こんど / どようび / ・ 今度 / の土曜日 / 、空けておいてね。
N3-vocab-0203,title_not_contiguous_in_raw_pdf_split,(が)下がる,さがる,1. Giảm 2. Lùi,ねつ / おんど / ねだん / おんりょう / さ / ・ 熱 / / 温度 / / 値段 / / 音量 / ... が下がる。 / (が)下 / がる / れっしゃ / まい / はくせん / うちがわ / ・ 間もなく列車 / が参 / ります。白線 / の内側 / に下がって / 1. Giảm / 2. Lùi / お待ちください。
N3-vocab-0204,title_not_contiguous_in_raw_pdf_split,(を)下げる,さげる,Thu dọn,さ / (を)下 / げる / ・ お皿をお下げしてもよろしいですか。 / Thu dọn
N3-vocab-0205,title_not_contiguous_in_raw_pdf_split,(が)冷える,ひえる,Lạnh,てあし / ・ 寒いところに長くいたので、手足 / が冷えてしまった。 / ・ ビールは冷えていないとおいしくない。 / ひ / (が)冷 / える / 対:あたたまる / Lạnh / ・ A:「今夜は冷えますね。 / B:「ええ、温かいものが食べたいですね。」
N3-vocab-0206,title_not_contiguous_in_raw_pdf_split,(を)冷やす,ひやす,1. Làm lạnh/ Để lạnh 2. Bình tĩnh,意味1 / ・ やっぱりビールは冷やして飲んだほうがおいしい。 / けんこう / ・ 体を冷やしすぎるのは健康 / によくない。 / ひ / (を)冷 / やす / 対:あたためる / 1. Làm lạnh/ Để lạnh / 意味2 / 2. Bình tĩnh / こうふん / ・ 「そんなに興奮 / するな。頭を冷やしてもう一度 / よく考ろ。」 / あたま / を冷やす:Bình tĩnh / 蓮:頭
N3-vocab-0207,title_not_contiguous_in_raw_pdf_split,(が)冷める,さめる,"1. Nguội 2. Nguôi đi, nguội lạnh","意味1 / ねっ / ・ 彼は熱 / しやすく冷めやすい性格だ。 / さ / 意味2 / (が)冷 / める / ・ 若いころの熱い気持ちが冷めてしまった。 / 1. Nguội / 2. Nguôi đi, nguội lạnh / ・ 長く付き合ったので、いつの間にか気持ちが / 冷めてしまった。"
N3-vocab-0208,title_not_contiguous_in_raw_pdf_split,(を)冷ます,さます,"Làm nguội, để nguội","さ / ふ / ろ / あつ / ・ お風呂 / (を)冷 / ます / のお湯が熱 / くなりすぎだ。少し冷まして / から入ろう。 / Làm nguội, để nguội"
N3-vocab-0209,title_not_contiguous_in_raw_pdf_split,(が)燃える,もえる,1. Cháy 2. Nung nấu,意味1 / ひ / かみ / ・ 火 / / 紙 / ...が燃える。 / も / (が)燃 / える / たいよう / しず / ・ 燃えるような太陽 / んでいく。 / が沈 / 1. Cháy / 2. Nung nấu / 意味2 / きぼう / ・ 希望 / に燃えて大学に入った。
N3-vocab-0210,title_not_contiguous_in_raw_pdf_split,(を)燃やす,もやす,1. Đốt 2. Quyết tâm,も / ひ / かみ / ・ 火 / ...を燃やす。 / / 紙 / (を)燃 / やす / 1. Đốt / ぜんいん / しあい / む / ・ メンバー全員 / けて燃えている。 / 2. Quyết tâm / が試合 / に向
N3-vocab-0211,title_not_contiguous_in_raw_pdf_split,(を)沸く,わく,"1. Sôi, sẵn sàng 2. Sôi sục","わ / ゆ / ふ / ろ / ・ 湯 / / 風呂 / が沸く。 / (を)沸 / く / 1. Sôi, sẵn sàng / かしゅ / とうじょう / かいじょう / ・ 歌手 / が登場 / して会場 / が沸いた。 / 2. Sôi sục / 使い方 / • / 沸く / → 人(○) / → 状況に使う(✕)"
N3-vocab-0212,title_not_contiguous_in_raw_pdf_split,(を)沸かす,わかす,"1. Đun sôi, chuẩn bị 2. Làm sôi nổi","わ / ゆ / ふ / ろ / ・ 湯 / を沸かす。 / / 風呂 / (を)沸 / かす / 1. Đun sôi, chuẩn bị / かいじょう / 2. Làm sôi nổi / ・ おもしろいことを言って会場 / を沸かした。"
N3-vocab-0213,title_not_contiguous_in_raw_pdf_split,(が)鳴る,なる,1. (Sấm) đánh 2. Kêu,な / かみなり / ・ 雷 / が鳴っている。 / (が)鳴 / る / 1. (Sấm) đánh / じゅぎょうちゅう / けいたい / でんわ / 2. Kêu / ・ 授業中 / が鳴って先生に怒られた。 / に携帯 / 電話
N3-vocab-0214,title_not_contiguous_in_raw_pdf_split,(を)鳴らす,ならす,Làm kêu,な / (を)鳴 / らす / ・ ブザーを鳴らす。 / Làm kêu / 使い分け / • / 鳴く:鳥、犬、猫... / • / 鳴る:雷、電話、ベル、目覚まし時計
N3-vocab-0215,title_not_contiguous_in_raw_pdf_split,(が)役立つ,やくだつ,"Có ích, hữu ích","じょうほう / ・ インターネットの情報 / は、勉強や仕事 / やくだ / やくだ / やく / た / (が)役立 / つ / (に役立 / つ/の役 / に立 / つ)。 / Có ích, hữu ích / しんにゅう / しゃいん / ・ 今度の新入 / はあまり役に立たない。 / 社員"
N3-vocab-0216,title_not_contiguous_in_raw_pdf_split,(を)役立てる,やくだてる,(Sử dụng đồ) có ích,やくだ / (を)役立 / てる / ・ このお金を何かの時に役立ててください。 / (Sử dụng đồ) có ích
N3-vocab-0230,title_not_contiguous_in_raw_pdf_split,頼み・願い,たのみ・ねがい,"1. Lời thỉnh cầu,","・ 「あなたに頼みがあるんです。」 / たの / ねが / たの / 頼 / み・願 / い / 動:頼 / む / かみさま / 1. Lời thỉnh cầu, / ・ A:「神様 / 、私の願いを聞いてください!!」 / lời nhờ / 2. Điều ước / 神:「オッケ〜」 / 使い分け / • / 頼み:目下に(○) 目上(✕) / • / 願い:目下、目上、神様にも(○)"
N3-vocab-0259,title_not_contiguous_in_raw_pdf_split,夢中な,むちゅうな,"Say mê, mải miết","まんが / ・ 子どものころ、SF 漫画 / に夢中になった。 / むちゅう / う / 夢中 / な / ・ 彼は生 / まれたばかりの子どもに夢中だ。 / Say mê, mải miết / あ / ・ 彼はとてもおなかが空 / いていたのか夢中でお肉を / 食べ続けている。"
N3-vocab-0275,title_not_contiguous_in_raw_pdf_split,不満な,ふまんな,Bất mãn,"Không hài lòng, không suôn sẻ / しょうせつ / ・ この小説 / はおもしろかったが、終わり方がちょっと不満だ。 / ・ 彼に不満があるわけでないが、他に好きな人ができて / ふまん / 不満 / な / しまった。 / Bất mãn / 蓮:〜に不満(が)ある・ない / ・ 不満ばかり言っていても何も変わらない。 / 蓮:不満を言う:Bất mãn"
N3-vocab-0281,title_not_contiguous_in_raw_pdf_split,面倒な,めんどうな,"1. Lằng nhằng, rắc rối 2. Ngại, lười","意味1 / てつづ / ・ 「ご入会にはめんどうな手続 / きはいりません」。 / → やりたくない、いやだ / めんどう / 意味2 / 面倒 / な / ・ 最近、料理をするのがめんどうになった。 / 1. Lằng nhằng, rắc rối / 2. Ngại, lười / ・ 雨だから、デートに行くのが面倒だ。 / しゅっちょう / ・ 出張 / するときは、母に子供のめんどうを見て / もらっている。 / め"
N3-vocab-0285,title_not_contiguous_in_raw_pdf_split,結構な,けっこうな,・ A:「打ち合わせは月曜日の14 時からで,"意味1 / ・ A:「お味はいかがですか」 / B:「大変けっこうよ」 / けっこう / 結構 / な / ・ A:「打ち合わせは月曜日の14 時からで / よろしいですか」 / 1. Được, tốt / B:「はい、けっこうです」 / 2. Đủ rồi / 意味2 / ・ A:「コーヒーのお代わりはいかがですか」 / B:「いえ、もうけっこうです」 / 使い方 / • / いい意味:すごい / • / 悪い意味:必要ない"
N3-vocab-0286,title_not_contiguous_in_raw_pdf_split,派手な,はでな,"Loè loẹt, phô trương, sặc sỡ, quá","けしょう / ・ はでな(人/ 性格/ 服/ 化粧 / /デザイン/ 生活... ) / は / で / 派手 / な / ・この服ははですぎる。 / Loè loẹt, phô trương, / さわ / sặc sỡ, quá / ・ はでに騒 / ぐ。"
N3-vocab-0287,title_not_contiguous_in_raw_pdf_split,地味な,じみな,"1. Đơn giản, giản dị 2. Xuềnh xoàng","じ / み / せいかく / けしょう / ・ じみな(人/ 性格 / 地味 / な / / 服/ 化粧 / /デザイン/ 生活...) / 1. Đơn giản, giản dị / ・ あの人は若いのに、じみなかっこうばかりしている。 / 2. Xuềnh xoàng"
N3-vocab-0290,title_not_contiguous_in_raw_pdf_split,不思議な,ふしぎな,"1. Kì quái 2. Lạ, khác thường","意味1 / へ / や / ・ だれもいない部屋 / から声が聞こえてくるとは不思議だ。 / ふ / し / ぎ / なんかこわっ / 不思議 / な / 意味2 / 1. Kì quái / きんちょう / せいかく / ・ 緊張 / しやすい性格 / なのに、きのうのスピーチは不思議 / 2. Lạ, khác thường / (に/と)緊張しなかった。 / → 不思議(に/と)"
N3-vocab-0295,title_not_contiguous_in_raw_pdf_split,(が) 暖まる・,あたたまる・,Ấm lên,あたた / ふ / ろ / (が) 暖 / まる・ / ・ お風呂 / に入ると体が温まる。 / 対:暖かい >< 寒い / あたた / 温 / まる / 温かい >< 冷たい / Ấm lên / 使い分け / • / 暖かい:体全体 / • / 温かい:体の一部
N3-vocab-0296,title_not_contiguous_in_raw_pdf_split,(を) 暖める・,あたためる・,Làm ấm,あたた / ・ エアコンをつけて部屋を暖める。 / (を) 暖 / める・ / ・ 電子レンジでスープを温める。 / あたた / 温 / める / → レンチンする(日常) / Làm ấm
N3-vocab-0297,title_not_contiguous_in_raw_pdf_split,(が)高まる,たかまる,Tăng,目に見えるもの+_ / たいふう / ちか / なみ / たか / ・ 台風 / が近 / づき、波 / が高 / まっている。 / たか / 目に見えないもの+_ / (が)高 / まる / しけん / はじ / きんちょうかん / ・ 試験 / Tăng / が始 / まり、緊張感 / が高まる。 / きたい / / / にんき / / / かんじょう / / / かんしん / / / ひょうか / / / きょういくすいじゅん / → 期待 / / / 人気 / / / 感情 / / / 関心 / / / 評価 / 
N3-vocab-0298,title_not_contiguous_in_raw_pdf_split,(を)高める,たかめる,"Làm tăng, dâng cao","目に見えないもの+_ / たか / (を)高 / める / のうりょく / ・ 山田さんはもっとコミュニケーション能力 / を / Làm tăng, dâng cao / 高める必要がある。"
N3-vocab-0299,title_not_contiguous_in_raw_pdf_split,(が)強まる,つよまる,Mạnh lên,目に見える/見えないもの+_ / せいりょく / ・ 台風の勢力 / はますます強まっている。 / つよ / (が)強 / まる / せいりょく / :Sức ảnh hưởng / 対:勢力 / Mạnh lên / 勢力が強まる><弱まる / あめ / かぜ / ゆ / つよ / ・ 雨 / /風 / /揺 / れ...が強 / まる。
N3-vocab-0300,title_not_contiguous_in_raw_pdf_split,(を)強める,つよめる,"Đẩy mạnh, gia tăng","目に見える/ないもの+_ / つよ / じしん / (を)強 / める / ・ 火/力/自信 / を強める。 / Đẩy mạnh, gia tăng / 対:弱める"
N3-vocab-0301,title_not_contiguous_in_raw_pdf_split,(が)弱まる,よわまる,Yếu đi,目に見える/ないもの+_ / つか / ていこうりょく / よわ / ・ 疲 / れてくると抵抗力 / が弱 / まるかぜをひきやすい。 / よわ / (が)弱 / まる / ていこうりょく / :Sức đề kháng) / (抵抗力 / Yếu đi / あめ / / / ふう / / / ちから / / / せいりょく / / / えいきょう / ・・・ / ・ (雨 / / / 風 / / / 力 / / / 勢力 / / / 影響 / ... / )が弱まる。 / 対: 強まる
N3-vocab-0302,title_not_contiguous_in_raw_pdf_split,(を)弱める,よわめる,Làm yếu đi,目に見える/ないもの+_ / よわ / (を)弱 / める / ざいりょう / ・ 材料 / がやわらかくなってきたら、火を弱めて / Làm yếu đi / にこ / 煮込 / みましょう。
N3-vocab-0303,title_not_contiguous_in_raw_pdf_split,(が)広まる,ひろまる,"Lan truyền, lan rộng","目に見えないもの+_ / ひろ / (が)広 / まる / ふりん / ・ 不倫 / のうわさは1日で会社中に広まった。 / Lan truyền, lan rộng / ぎ / じゅつ / ぶっきょう / しゅうかん / はなし / ・ (〜の技 / 術 / / 仏教 / / 習慣 / / 話 / / ...)が広まった。"
N3-vocab-0304,title_not_contiguous_in_raw_pdf_split,(を)広める,ひろめる,"Lan truyền, lan rộng","目に見えないもの+_ / ひろ / (を)広 / める / せんぱい / ・ 先輩 / の(お)めでたい話を広める。 / Lan truyền, lan rộng / 使い分け / • / 身に見える を + 広げる(道、ノート、足) / が + 広がる / • / 身に見えるない を + 広げる(話、うわさ) / が + 広がる"
N3-vocab-0305,title_not_contiguous_in_raw_pdf_split,(が)深まる,ふかまる,1. Vào sâu (thời gian) 2. Sâu sắc hơn,こうよう / うつく / き / せつ / ・ 秋が深まり、紅葉 / の美 / しい季 / 節 / になった。 / ふか / きせつ / 連:時間・季節 / が深まる / (が)深 / まる / 1. Vào sâu (thời gian) / 目に見えないもの+_ / 2. Sâu sắc hơn / ゆうじょう / あいじょう / りかい / たいりつ / なか / (友情 / / 愛情 / /理解 / /対立 / /仲 / /...)が深まる。
N3-vocab-0306,title_not_contiguous_in_raw_pdf_split,(を)深める,ふかめる,Khắc sâu,目に見えないもの+_ / こうりゅう / ふか / あいて / くに / り / かい / ふか / ・ 交流 / を深 / め、相手 / の国 / のことを理 / 解 / することが / (を)深 / める / 大切だ。 / Khắc sâu / こうりゅう / ゆうじょう / あいじょう / りかい / たいりつ / なか / (交流 / / 友情 / / 愛情 / /理解 / /対立 / /仲 / /...)が深まる。
N3-vocab-0312,title_not_contiguous_in_raw_pdf_split,(お)詫び,おわび,Xin lỗi,めいわく / ・ 迷惑 / をかけた人にお詫びをした。 / ※ ごめんなさい < すみません < お詫びします / わ / (お)詫 / び / 動:詫びる / Xin lỗi / うわき / ・ 「浮気 / して申し訳ない」おわびの言葉を言う。 / うわき / :Ngoại tình) / (浮気
N3-vocab-0387,title_not_contiguous_in_raw_pdf_split,周り・回り,まわり・まわり,1. Xung quanh 2. Quanh,意味1 / ・ 周りの人 / ・ 周りをよく見る。 / まわ / まわ / り / 周 / り・回 / ・ 時計回り / 1. Xung quanh / 意味2 / 2. Quanh / いけ / さんぽ / ・ 池 / の周りを散歩 / する。≒ 周囲・周辺(N2) / こし / はか / ・ 腰 / (の)回りを測 / る。
N3-vocab-0396,title_not_contiguous_in_raw_pdf_split,当たり前,あたりまえ,Đương nhiên,おこ / ・ そんなひどいことをされたら、怒 / るのが / あ / まえ / 当 / たり前 / とうぜん / あたりまえだ。(≒ 当然 / ) / Đương nhiên / 使い分け / ・ あたりまえ ≒ ふつう → 話し言葉 / → 年上の人 ✕ / ・ とうぜん → 少し固め、書き言葉 / → 年上の人と話す ○
N3-vocab-0406,title_not_contiguous_in_raw_pdf_split,(を)愛する,あいする,Yêu,かぞく / おっと / つま / しぜん / ・ 私は(家族 / / 夫 / ・妻 / /自然 / /...)を愛してる。 / あいじょう / くだ / もの / ぬす / さる / あい / ・ / が憎い / 愛情 / たっぷりに育てた果 / 物 / を盗 / んでいった猿 / (を)愛 / する / 対:憎い / Yêu / 合:愛読書、愛国心 / → 話し言葉では使わない。少し古い表現。
N3-vocab-0407,title_not_contiguous_in_raw_pdf_split,(が)届く,とどく,"1. Đến, gửi đến 2. Chạm đến","とど / (が)届 / く / ・ 母から届いた荷物を開けたら...!? / 1. Đến, gửi đến / ほんだな / ・ 本棚 / の上のほうに手が届かない。 / 2. Chạm đến"
N3-vocab-0408,title_not_contiguous_in_raw_pdf_split,(に)届ける,とどける,"1. Gửi đến, mang đến 2. Gửi đơn","さいふ / けいさつ / ・ 道に財布 / が落ちていたので、警察 / に届ける。 / とど / ・ 住所が変わった場合は、すぐ役所に届けを / (に)届 / ける / 出してください。 / 1. Gửi đến, mang đến / じゅうしょへんこうとどけ / :Đơn thông báo đổi địa chỉ / 合:住所変更届 / 2. Gửi đơn / けっせきとどけ / :Đơn xin nghỉ ph"
N3-vocab-0411,title_not_contiguous_in_raw_pdf_split,握る,にぎる,Nắm,・ 力いっぱいにぎったおにぎりだよ。 / にぎ / 握 / る / ん~固すぎる。 / ・ 赤ちゃんがベッドの上で、手をにぎったり開いたり / Nắm / している。
N3-vocab-0412,title_not_contiguous_in_raw_pdf_split,押さえる,おさえる,Giữ,お / 押 / さえる / ふくつう / ・ あの人はお腹を押さえて座っている。腹痛 / かな... / Giữ
N3-vocab-0413,title_not_contiguous_in_raw_pdf_split,(が)近づく,ちかづく,1. Đến gần (không gian) 2. Đến gần (thời gian),意味1 / ・ 目的地(が/に)近づいてきた。 / ちか / (が)近 / づく / 意味2 / 1. Đến gần (không gian) / ・ テト休みが近づいてきた。何(を)しようかな~。 / 2. Đến gần (thời gian) / ・ 帰国の日が近づいてきた。
N3-vocab-0414,title_not_contiguous_in_raw_pdf_split,(を)近づける,ちかづける,Đưa ~ lại gần,ちか / (を)近 / づける / とつぜん / ・ 突然 / 、顔を近づけ、キスしてくれた。 / Đưa ~ lại gần
N3-vocab-0415,title_not_contiguous_in_raw_pdf_split,(が)合う,あう,"1. Chạm mắt 2. Hợp với 3. Hợp khẩu vị, vừa miệng","意味1 / ・ ふと顔を上げると、先生と目が合ってしまった。 / キュン!! / あ / (が)合 / う / 意味2 / しゅみ / ・ 彼女とは(意見/話/趣味 / /気...)が合わない。 / 1. Chạm mắt / 2. Hợp với / に / あ / ・ このスーツに合うネクタイがほしい。(≒ 似合 / う) / 3. Hợp khẩu vị, / 意味3 / vừa miệng / ・ お口に合わないかもしれませ"
N3-vocab-0416,title_not_contiguous_in_raw_pdf_split,(を)合わせる,あわせる,"1. Kết hợp (trộn) Chung sức, hợp tác Chắp tay 2. (Làm/ Điều chỉnh)","意味1 / ちょうみりょう / ・ 調味料 / っはすべて合わせておいたよ。 / あ / ・ みんなで力を合わせて最後まで頑張ろう!! / (を)合 / わせる / なが / ぼし / いの / ・ 流 / れ星 / に手を合わせて祈 / る。 / 1. Kết hợp (trộn) / Chung sức, hợp tác / 意味2 / Chắp tay / ・ (中年の私には)若い学生たち(と/に)話を合わせるのは / 2. (L"
N3-vocab-0417,title_not_contiguous_in_raw_pdf_split,(が)当たる,あたる,1. Trúng 2. Chiếu 3. Chạm trán 蓮:日が当たる (Chiếu),意味1 / わ / ・ 窓ガラスにボールが当たって割 / れてしまった。 / てんきよほう / たから / ・ (天気予報 / /かん/宝 / くじ)が当たる。 / おおあ / はず / 合:大当 / たり >< 外 / れる / あ / 意味2 / (が)当 / たる / みなみがわ / ・ 家の南側 / に大きなビルが建ったので、 / 1. Trúng / 2. Chiếu / 日が当たらなくなった。 / 3. Chạm trán / 蓮:日が当たる 
N3-vocab-0418,title_not_contiguous_in_raw_pdf_split,(を)当てる,あてる,Đặt/ Trả lời đúng,むね / ふ / かえ / ・ 胸 / に手を当てて、今日の出来事を振 / り返 / る。 / → 手を当てる:Đặt tay / あ / (を)当 / てる / ・ クイズの答えを当てようとしている。(>< はずす) / Đặt/ Trả lời đúng / → 答えを当てる:Trả lời đúng / かわ / ・ おねしょをしてしまったので布団を日に当てて、乾 / かす / → 布団を日に当てる:Đem chăn 
N3-vocab-0419,title_not_contiguous_in_raw_pdf_split,(を)比べて,くらべて,So sánh,くら / せ / の / ・ 去年(と/に)比べて、10 センチも背 / が伸 / びた。 / (を)比 / べて / So sánh / たいじゅう / ・ 彼氏にアイドルと体重 / を比べられ、けんかになった。
N3-vocab-0420,title_not_contiguous_in_raw_pdf_split,(が)似合う,にあう,Hợp/ Vừa vặn,きもの / に / あ / ・ 私と比べて、妹は着物 / がよく似合う。 / (が)似合 / う / Hợp/ Vừa vặn / ・ 彼に似合いそうなネクタイをプレゼントした。
N3-vocab-0421,title_not_contiguous_in_raw_pdf_split,(が)似る,にる,Giống/ Y như,に / (が)似 / る / ・ 彼女は母親に目がよく似ている。 / Giống/ Y như
N3-vocab-0422,title_not_contiguous_in_raw_pdf_split,(を)似せる,にせる,Bắt chước,に / かみがた / (を)似 / せる / ・ 有名人に似せた髪型 / に切ってもらったはず / だったのに... / Bắt chước
N3-vocab-0423,title_not_contiguous_in_raw_pdf_split,(が)分かれる,わかれる,Được chia ra,わ / ・ トイレは、男性用と女性用に分かれている。 / (が)分 / かれる / きつえん / Được chia ra / ・ 喫煙 / については、人々の意見が分かれている。
N3-vocab-0424,title_not_contiguous_in_raw_pdf_split,(を)分ける,わける,Chia ra,わ / (を)分 / ける / ・ ケーキを3人で分ける。 / Chia ra
N3-vocab-0425,title_not_contiguous_in_raw_pdf_split,(を)足す,たす,"Thêm vào, bổ sung","た / うす / ・ 味が薄 / かったので塩を足したら、妻とけんかになった。 / (を)足 / す / Thêm vào, bổ sung / ・ お風呂のお湯が少なくなったので、足した。"
N3-vocab-0426,title_not_contiguous_in_raw_pdf_split,(を)引く,ひく,"1. Kéo 2. Kéo, dắt 3. Kẻ, gạch 4. Trừ","意味1 / お / ・ このドアは押 / さずに、引いて開けるんですよ。 / 対: 押す / ともだち / ・ 座ろうとした友達 / のいすを引いて転ばせたら、 / 怒られた。 / 意味2 / こうえん / ・ 公園 / を彼女の手を引いて歩く。 / ひ / (を)引 / く / 意味3 / せん / 1. Kéo / ・ わからない言葉に線 / を引く。 / 2. Kéo, dắt / 3. Kẻ, gạch / 意味4 / 4. Trừ / 5. Đổ"
N3-vocab-0427,title_not_contiguous_in_raw_pdf_split,(が)増える,ふえる,Tăng lên,ふ / ちょきん / たいじゅう / じんこう / きゅうりょう / (が)増 / える / ・ (貯金 / /体重 / /人口 / /給料 / ...)が増える/ / ぞうか / 増加 / する。 / Tăng lên
N3-vocab-0428,title_not_contiguous_in_raw_pdf_split,(を)増やす,ふやす,Làm tăng thêm,ふ / (を)増 / やす / ちょきん / たいじゅう / じんこう / きゅうりょう / ・ (貯金 / /体重 / /人口 / /給料 / ...)を増やす。 / Làm tăng thêm
